index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,age_certification_encoded,imdb_category_encoded
439,tm165259,I Will Follow,0,"Chronicles a day in the life of a grieving woman, and the twelve visitors who help her move forward.",2010.0,PG-13,76.0,tt1624426,5.9,865.0,3,0
440,tm97544,Alpha and Omega,0,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",2010.0,PG,88.0,tt1213012,5.1,14272.0,2,0
441,tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,0,"A re-telling of the Alabaster Arc from One Piece (TV). Luffy and his crew come to rescue a land in the midst of a civil war, due to a powerful devil fruit user.",2007.0000000000002,PG-13,90.0,tt1037116,6.9,1611.0,3,0
443,tm22342,Waist Deep,0,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.,2006.0,R,97.0,tt0456020,5.799999999999999,9957.0,4,0
444,tm24576,Naruto: Guardians of the Crescent Moon Kingdom,0,"Naruto Uzumaki, Kakashi Hatake, Sakura Haruno, and Rock Lee are assigned to protect the prince of the Land of the Moon, Michiru, during his world trip; other escorts had been hired, but quit due to being treated poorly. The Land of the Moon is a very wealthy nation, so Michiru tends to buy whatever he wants, and has a very materialistic worldview. His Hikaru, also acts in much the same manner.",2006.0,PG-13,95.0,tt1071815,6.4,3975.0,3,0
445,tm41508,First Sunday,0,"Durell and LeeJohn are best friends and bumbling petty criminals. When told they have one week to pay a $17,000 debt or Durell will lose his son, they come up with a desperate scheme to rob their neighborhood church. Instead, they end up spending the night in the presence of the Lord and are forced to deal with much more than they bargained for.",2008.0,PG-13,96.00000000000001,tt0486578,4.5,10834.0,3,0
446,ts74928,Einsatzgruppen: The Nazi Death Squads,1,"This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe.",2009.0000000000002,TV-14,44.0,tt6953928,7.6,603.0,3,0
448,tm170873,My Suicide,0,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes his surprising interactions with worried family members, interested classmates, unreliable medical experts and the hottest girl in school.",2009.0000000000002,R,106.99999999999999,tt0492896,7.0,1936.0,4,0
452,tm150521,Accident,0,"A self-styled accident choreographer, the Brain is a professional hitman who kills his victims by trapping them in well crafted accidents that look like unfortunate mishaps. When the team's next assignment goes disastrously wrong, Brain begins to suspect that someone else has planned an â€˜accidentâ€™ on them.",2009.0000000000002,R,89.0,tt1202514,6.6,3284.0,4,0
453,tm177687,Naruto: Legend of the Stone of Gelel,0,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff...",2005.0,PG-13,96.00000000000001,tt0791188,6.4,4297.0,3,0
455,ts98252,Dreamworks Happy Holidays from Madagascar,1,Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.,2005.0,TV-PG,56.0,tt6929194,6.5,96.0,2,0
456,tm156575,Billu,0,"When a famous Bollywood actor visits a small village for a film's shoot, a lowly hairdressers claim that they were once childhood friends soon makes him the centre of attention.",2009.0000000000002,PG,137.0,tt1230448,6.299999999999999,11747.0,2,0
457,ts20358,Half & Half,1,"Half & Half is an American sitcom that aired on UPN from September 23, 2002, to May 15, 2006. The show focuses on the lives of two paternal half-sisters in their twenties who were estranged throughout their childhood, and are finally developing a close relationship. The series is set in San Francisco.

It was the second-most-watched show on UPN's Monday night line-up and fourth overall on the network. The show was on The CW's first draft line-up in March 2006, but due to several circumstancesâ€”including The CW's contractual obligation to pick up Reba, the uncancelling of All of Us, and the pick-up of the Girlfriends spin-off The Gameâ€”Half & Half was left off the final Fall 2006 schedule and ended production. The series has aired in reruns on Global TV in Canada, Trouble in the UK and in local syndication in the United States. It also airs in the United States on TV One.",2001.9999999999998,TV-14,21.0,tt0320024,7.0,1827.0,3,0
458,ts23319,Timmy Time,1,"Timmy Time is a British animated pre-school children's comedy series created by the BBC and Aardman Animations. It started broadcasting in the UK on CBeebies on 6 April 2009. The show is a spin off from the Shaun the Sheep animation which itself is a spin off from the Aardman series Wallace & Gromit, which introduced the character of Shaun. The first two series ran for 26 episodes. In the United Kingdom, the show's most recent run began in September 2011 on CBeebies. In Australia, season one commenced in May 2009 on ABC1 and season three started in May 2011 on ABC 4 Kids.",2009.0000000000002,TV-Y,14.0,tt1125758,6.9,1083.0,1,0
461,tm138497,Trailer Park Boys: Countdown to Liquor Day,0,"Ricky, Julian and Bubbles are about to get out of jail, and this time, Julian vows to go straight, even open a legit business. Soon the Boys will all be rich. At least that's what they've told the parole board. But when they arrive back at the park, they find it's not the same old Sunnyvale - and it's not the same old Jim Lahey, Trailer Park Supervisor.",2009.0000000000002,R,101.0,tt1337032,7.299999999999999,7451.0,4,0
462,tm93612,Bleach the Movie: Hell Verse,0,"Hell â€“ A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.",2010.0,PG-13,94.0,tt1785394,7.4,2416.0,3,0
465,ts63295,Vientos de agua,1,"Vientos de agua is a 2006 cult Argentine- Spanish mini TV series created by Juan JosÃ© Campanella. The drama traces a Spaniard's emigration to Argentina in the 1930s, and, years later, his son's return to modern-day Spain.

It aired in Spain in January 2006, on Telecinco for only one series of 13 episodes.

While a hit in Argentina, because of lower ratings in Spain it was taken out of the prime-time slot to 1.00 in morning, and was eventually cancelled due to downloading of series from the internet.

Despite a campaign of support to continue into a second series it only produced 13 episodes. Despite this the series was a hit in DVD sellings.",2006.0,TV-MA,72.0,tt0459724,8.699999999999998,1034.0,4,0
466,tm96037,Naruto Shippuden the Movie: The Lost Tower,0,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",2010.0,PG-13,85.0,tt1703048,6.9,3567.0,3,0
467,tm36164,Naruto Shippuden the Movie: Bonds,0,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",2008.0,PG-13,90.0,tt1160524,6.799999999999999,4473.0,3,0
468,tm147494,Naruto Shippuden the Movie: The Will of Fire,0,"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",2009.0000000000002,PG-13,95.0,tt1481363,7.0,3626.0,3,0
469,tm31564,Linewatch,0,"Academy Award Winner Cuba Gooding, Jr. is a Border Patrol Officer in the New Mexico desert with a secret past that is about to catch up with him. When his old gang leader tracks him down and forces him to smuggle drugs across the border, he must choose between the life he swore to leave behind and saving his family at any cost.",2008.0,R,90.0,tt1047832,5.4,2862.0,4,0
470,tm95238,The Boy Who Cried Werewolf,0,"A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",2010.0,G,97.0,tt1451423,5.9,3264.0,1,0
471,tm54147,Dostana,0,Two straight guys who pretend to be a gay couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are gay while secretly trying to win Neha's heart.,2008.0,PG-13,145.0,tt1185420,6.5,14944.0,3,0
473,tm30170,Don,0,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",2006.0,PG-13,178.0,tt0461936,7.1,36836.0,3,0
477,tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",0,"A retelling of the Drum Island storyline from the manga. It features Franky, Nico Robin, and the Thousand Sunny, who weren't present in the original version.",2008.0,PG-13,95.0,tt1206326,7.0,1189.0,3,0
482,tm34846,Bleach the Movie: Fade to Black,0,"A mysterious reiatsu (spiritual particle) explosion occurs in the center of Seireitei in Soul Society, causing it to be destroyed. At the exact same time, a major change overwhelms Kuchiki Rukia, which leaves her losing something important inside. Urahara Kisuke sends Kurosaki Ichigo to Soul Society to investigate the disturbance. Upon reaching Seireitei, Ichigo is attacked by his ally shinigamis.",2008.0,PG-13,94.0,tt1339302,7.199999999999999,2151.0,3,0
484,ts44663,Oscar's Oasis,1,"Oscar's Oasis is a is non-verbal animated cartoon produced by TeamTO and Tuba Entertainment in association with Cake Entertainment based on the original show broadcast on Disney Channel Asia. It started as a series of 1-2 minute shorts under the title Ooohhh Asis. Oscar's Oasis can be viewed on the Nintendo 3DS in 3D via Nintendo Video in Australia and Europe. In the United States, all 78 episodes can be seen on Netflix Streaming grouped into 19 meta-episodes of 4 episodes each and 1 meta-episode containing the last 2 episodes. In Latin America and Brazil, the Spanish and Portuguese dub airs on Cartoon Network Latin America.",2010.0,TV-Y,8.999999999999998,tt2080922,7.4,572.0,1,0
491,tm70222,Sivaji: The Boss,0,Corrupt police and politicians target a computer engineer for trying to better the lives of less privileged citizens.,2007.0000000000002,PG-13,189.0,tt0479751,7.5,19556.0,3,0
492,tm92977,Ishqiya,0,"While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.",2010.0,R,115.0,tt1345777,7.299999999999999,10415.0,4,0
493,ts37200,Trotro,1,"Trotro is a little donkey with a head full of ideas. He knows exactly what he likes and doesn't like. He's a positive and engaging hero, with whom young children will easily identify.",2003.9999999999998,TV-G,3.0000000000000004,tt1074443,6.199999999999999,120.0,1,0
494,tm98975,Guzaarish,0,"Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",2010.0,PG,126.0,tt1438298,7.4,18466.0,2,0
498,tm23441,Kabhi Alvida Naa Kehna,0,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",2006.0,PG,193.0,tt0449999,6.0,19796.999999999996,2,0
499,tm86051,Black Friday,0,"Bombs tear through Bombay, wreaking havoc and polarising the citizens. With perpetrators at large, the state launches a massive drive to unmask the truth behind these events.",2003.9999999999998,R,143.0,tt0400234,8.4,20611.0,4,0
503,tm31335,Golmaal Returns,0,"Golmaal Returns, the much-awaited follow-up to the uproariously comical smash-hit Golmaal, arrives with a renewed star power, chartbusting music and more laughter than ever before!",2008.0,PG,135.0,tt1092005,5.1,7884.0,2,0
506,tm165809,Bluffmaster!,0,"Roy is a professional conman, who has raised his work to the level of an art. The only true thing he has is his love for Simmi someone who is so rooted, honest and sincere, that he can't bring himself to tell her the reality of who he is. But when his past catches up with him, she cannot forgive him for the deceit their relationship is built on. He loses her forever. That's when Aditya Srivastav enters the picture. He is the counterpoint to everything that Roy is as frantic as Roy is calm, as dumb as Roy is smart, as messy and untidy as Roy is smooth. They have only one thing in common. Aditya is a conman too. At least he thinks of himself as one. In Roy's book, he's an embarrassment. But one that won't go away!",2005.0,PG,137.0,tt0476527,6.6,6312.999999999999,2,0
507,tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,0,"The mysterious island of Houraijima has reappeared after 50 years, and with its reappearance has brought the attack of four gods, the Shitoushin, who have their eyes set on the powers that protect and sustain the island. Now it's up to Inuyasha and his friends, along with Sesshoumaru, to find a way to defeat the powerful Shitoushin.",2003.9999999999998,PG-13,88.0,tt0473658,7.199999999999999,1826.0,3,0
510,ts56589,Tayo the Little Bus,1,"Tayo the Little Bus is a South Korean computer-generated animated television series created by Educational Broadcasting System, Iconix Entertainment, Seoul and Hot Animation which is owned by HiT Entertainment. The Korean-dubbed series began airing on EBS in 2010 and the English-dubbed series aired on Disney Junior in 2012. The latter is also scheduled to air on Disney Channel and Cartoonito in 2013. The narrator of the UK series is Michael Angelis who also narrates the UK series of Thomas & Friends.",2010.0,TV-Y,11.0,tt3270208,5.2,156.0,1,0
511,ts1413,Autumn's Concerto,1,"Autumn's Concerto is a 2009 Taiwanese drama starring Ady An, Vanness Wu of F4, and Tiffany Hsu. It was produced by Sanlih E-Television and directed by Chen Hui Ling. The drama started filming in June 2009 and was completed in December 2009.

It was first broadcast in Taiwan on free-to-air Taiwan Television from 4 October 2009 to 28 February 2010, on Sundays at 22:00 to 23:30. It was also shown on cable TV Sanlih E-Television on 10 October 2009 to 6 March 2010 on Saturdays at 21:00 to 22:30.

Autumn's Concerto was nominated in 2010 for Best Marketing Programme at the 45th Golden Bell Awards, Taiwan.

Known as the drama serial which shot the child actor Xiao Xiao Bin to stardom, Autumn's Concerto has broken records with its high ratings. Scoring 8.23 as its peak point for episode 18, which aired January 31, 2010, Autumn's Concerto has broken the records of The Prince Who Turns into a Frog to become the second highest rating Taiwanese idol drama, the highest rating being held by Fated to Love You. Autumn's Concerto now airs on Hawaii's KIKU television, weekly on Saturday's at 7:00.",2009.0000000000002,TV-14,58.00000000000001,tt3530668,7.9,475.0,3,0
513,ts98353,DreamWorks Spooky Stories,1,A collection of animated tales includes shrek's thrilling tales and scared shrekless.,2009.0000000000002,TV-PG,26.0,tt6958564,6.199999999999999,19.000000000000004,2,0
514,tm49405,Inuyasha the Movie: Affections Touching Across Time,0,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.",2001.0,PG-13,99.0,tt0322645,7.199999999999999,2570.0,3,0
515,tm96168,Once Upon a Time in Mumbaai,0,"A tale of two gangsters from the eras of past and present, whose lives enter parallel paths as they struggle to survive within Bombay's criminal underworld.",2010.0,PG-13,132.0,tt1395054,7.4,17494.0,3,0
516,tm72587,Guru,0,"Gurukant Desai hails from Idhar, a small village in Gujarat, but dreams of setting up his own business in Mumbai. After he returns from Turkey, he marries Sujatha for getting the dowry and arrives in Mumbai to start his business. This film chronicles the obstacles he meets, his subsequent rise and the huge backlash he receives when it is revealed that he used unethical means to rise in the business circuit.",2007.0000000000002,PG-13,166.0,tt0499375,7.699999999999999,23541.0,3,0
517,tm88366,Main Hoon Na,0,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",2003.9999999999998,PG,179.0,tt0347473,7.0,35142.0,2,0
518,tm101684,Romantik Komedi,0,"Esra, Didem ve Zeynep Ã§ok yakÄ±n arkadaÅŸ olmalarÄ±na raÄŸmen birbirinden farklÄ± hayatlar sÃ¼rdÃ¼ren farklÄ± karakterlere sahip Ã¼Ã§ kiÅŸidir. Sessiz sakin olan Esra, deli dolu olanï¿½ Didem ve dominant karaktere sahip olan Zeynep.. Bu Ã¼Ã§ arkadaÅŸtan istikrarlÄ± olarak iliÅŸkisini sÃ¼rdÃ¼rebilmiÅŸ olan Zeynep'in dÃ¼ÄŸÃ¼nÃ¼ hem Esra'nÄ±n hem de Didem'in hayatÄ±nda deÄŸiÅŸik sÃ¼prizlere neden olacaktÄ±r. Ä°stemediÄŸi bir iÅŸte yÄ±llardÄ±r Ã§alÄ±ÅŸan Esra bir cesaret Ã¶rneÄŸi gÃ¶stererek, hayatÄ±nÄ± deÄŸiÅŸtirmeye karar verir. Bunun iÃ§in ilk adÄ±mÄ± atar ve iÅŸinden istifa eder, kÃ¶tÃ¼ giden iliÅŸkisini sona erdirir. Uzun iÅŸ aramalarÄ±ndan sonra zar zor iÅŸ bulduÄŸu reklam ajansÄ±na Ã§alÄ±ÅŸmaya baÅŸlayana Esra'yÄ± bir sÃ¼rpriz bekliyordur.",2010.0,G,110.0,tt1587263,5.3,5060.0,1,0
519,tm38454,Jeff Dunham's Very Special Christmas Special,0,The multi-platinum selling comedian performs his first holiday-themed stand-up special with his friends.,2008.0,PG-13,85.0,tt1295909,7.4,3028.0,3,0
520,tm164389,Paheli,0,"Kishanlal marries the beautiful Lachchi, but the day after the wedding, he leaves on business for five years. When Kishanlal reappears only a few days later, Lachchi is delighted, but this new Kishanlal is in fact a spirit who has taken the form of Lachchi's husband, after having seen her by chance and fallen in love with her. Four years later, the real Kishanlal returns and the townsfolk must determine who is who.",2005.0,PG-13,141.0,tt0451850,6.299999999999999,13206.0,3,0
521,tm77863,Honeymoon Travels Pvt. Ltd.,0,"Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.",2007.0000000000002,PG-13,117.99999999999999,tt0808306,6.1,2609.0,3,0
522,ts137477,Behind Enemy Lines,1,Documentary about the creation of the Commando's and their exploits in all areas of conflict,2001.0,TV-14,48.99999999999999,tt5170230,7.199999999999999,42.0,3,0
523,tm138902,Inuyasha the Movie 3: Swords of an Honorable Ruler,0,"Inuyasha and his brother, Sesshomaru, each inherited a sword from their father after his death. However, their father had a third sword, named Sounga, that he sealed away. Seven hundreds years after his death, Sounga awakens and threatens mankind's very existence. How will the children of the Great Dog Demon stop this unimaginable power?",2003.0,PG-13,99.0,tt0396659,7.6,2206.0,3,0
524,ts4866,Fated to Love You,1,"Fated to Love You, also known as You're My Destiny, Sticky Note Girl or Destiny Love, is a 2008 Taiwanese drama starring Joe Chen, Ethan Juan, Baron Chen and Bianca Bai. It was produced by Sanlih E-Television and directed by Chen Ming Zhang with location filming in Taiwan, Hong Kong and Shanghai. It holds the record for the highest average single-episode rating at 10.91 with a peak at 13.64 for episode 20 broadcast on 27 July 2008, and broke the previous record held by The Prince Who Turns Into a Frog.

The series was first broadcast in Taiwan on free-to-air Taiwan Television from 16 March 2008 to 24 August 2008, every Sunday at 22:00 and cable TV Sanlih E-Television from 22 March 2008 to 30 August 2008, every Saturday at 21:00.

Fated to Love You was nominated in 2008 for six awards at the 43rd Golden Bell Awards, Taiwan. It was awarded the 2008 Best Television Series and Best Marketing Programme.

Fated to Love You is now aired on Saturday's on Hawaii's KIKU Television at 8:00.",2008.0,TV-G,67.0,tt1483930,7.4,461.0,1,0
525,tm149209,Kaminey,0,"Two brothers, as different as chalk and cheese, find their lives intertwined when one puts himself in danger via a `get rich quick' scheme and the other finds there is a price on his head.",2009.0000000000002,PG-13,135.0,tt1274295,7.4,17136.0,3,0
526,ts34414,Nuevo Rico Nuevo Pobre,1,"Nuevo Rico Nuevo Pobre is a Colombian telenovela produced and broadcast by Caracol TV starring MartÃ­n Karpan, John Alex Toro, Maria Cecilia Botero, Carolina Acevedo, Hugo GÃ³mez, former Miss Colombia Andrea Noceti and AndrÃ©s Toro.

The show started on July 16, 2007 on Caracol TV and it is also broadcast on Ecuador's Teleamazonas in primetime. Caracol TV has sold the rights of the show to Telemundo and Fox. It is, as of May 2008, one of the highest rated TV shows in Colombia.",2007.0000000000002,TV-MA,44.0,tt1233451,7.199999999999999,203.0,4,0
527,tm147686,Kevin Hart: I'm a Grown Little Man,0,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",2009.0000000000002,R,72.0,tt1420554,7.5,4333.0,4,0
531,ts204466,Pecados capitales,1,Evaristo Salinas is a successful businessman in his old age but knows he will die and decides to build a game between his family to see who is worthy of his inheritance. Each member of the Salinas family will be a cardinal sin.,2001.9999999999998,TV-MA,43.0,tt0355119,8.5,190.0,4,0
533,tm106625,"LSD: Love, Sex aur Dhokha",0,"A video camcorder, a store security camera, and concealed cameras candidly expose lives in three loosely linked tales.",2010.0,PG-13,108.0,tt1608777,7.199999999999999,5645.0,3,0
535,ts67595,Pedro El Escamoso,1,"Pedro el escamoso is a popular telenovela filmed in Colombia and produced by the Colombian network, Caracol TV.

This novela is about a cheesy but charming macho man who lives in a small town in Colombia. He moves to the city to find his fortune and encounters a series of events and people that change his life dramatically. Pedro is the epitome of a man who can get all the women he wants, but can't get the one he loves.",2001.0,TV-14,56.0,tt0283770,7.5,303.0,3,0
536,tm29731,Chup Chup Ke,0,"A debt-ridden young man attempts suicide, but is rescued only to find that his luck is finally turning.",2006.0,G,165.0,tt0464160,6.9,10528.0,1,0
537,tm80455,Manorama Six Feet Under,0,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.",2007.0000000000002,R,137.0,tt0920464,7.6,8043.0,4,0
540,tm103133,Karthik Calling Karthik,0,"A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",2010.0,PG,135.0,tt1373156,7.1,11944.0,2,0
541,ts29199,Monty Python's Personal Best,1,A series of six outrageous one-hour specials showcasing the groundbreaking comedians.,2006.0,TV-PG,56.0,tt0795156,7.9,437.0,2,0
542,tm155761,Ajab Prem Ki Ghazab Kahani,0,"When his love interest doesn't show up for a meeting, a man and his friends go to Goa in order to find her, where they discover she loves someone else.",2009.0000000000002,PG,150.0,tt1252596,6.299999999999999,14380.0,2,0
543,tm75544,Dhan Dhana Dhan Goal,0,A bankrupt soccer team must win the championship or break apart.,2007.0000000000002,PG,167.0,tt1120897,5.0,2603.0,2,0
545,tm93004,Yuva,0,"Michael, Arjun and Lallan, three men from three different strata of society, cross paths one morning in Calcutta and change one another's lives forever.",2003.9999999999998,PG,161.0,tt0382383,7.299999999999999,8878.0,2,0
547,tm78790,Namastey London,0,"Indian-born Manmohan Malhotra decided to re-locate to London, England, established himself, returned to India, got married to Bebo, and after a period of 4 years got a visa for her so that she could live with him. Shortly thereafter she gave birth to Jasmeet. Manmohan was always embarrassed of Bebo, as she was overly healthy and not quite sophisticated, as a result he always left her at home, while he socialized. Bebo did not want Jasmeet to end up like her, so got her admitted in an English Medium school, encouraged to mingle with Caucasian friends, and as a result Jasmeet was transformed in to Jazz - a stunningly beautiful young woman, British in looks, talk, habits, and heart. Manmohan's plans to get her married to an Indian boy are all in vain. His friend, Parvez Khan, is in a similar situation with his son, Imran, openly romancing a Caucasian blonde, Susan. Manmohan decides to take his family for a tour in India...",2007.0000000000002,PG,131.0,tt0795434,7.1,21745.0,2,0
548,tm44530,Fashion,0,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds out that there's a price for her glamorous new life.,2008.0,PG-13,167.0,tt0964516,6.9,12468.0,3,0
549,tm102848,Peepli Live,0,"Natha decides to commit suicide to get the farmers' compensation. However, the media and politicians learn about his intentions and descend on their village to capture the rare event.",2010.0,PG,104.0,tt1447508,7.4,12265.0,2,0
550,tm96595,Lakshya,0,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",2003.9999999999998,G,186.0,tt0323013,7.799999999999999,23076.0,1,0
554,tm97982,Do Dooni Chaar,0,A middle-class father in India struggles through a series of unexpected events for upholding respect and smiles.,2010.0,PG,146.0,tt1714832,7.5,5551.0,2,0
555,tm27484,Kismat Konnection,0,Raj Malhotra is a luckless architect who seeks success but in vain. He bumps into a social activist named Priya. Raj finds out that Priya is a lucky charm for him but unfortunately she is protecting the community center for which he aims to win the contract of demolishing for a brand new shopping mall.,2008.0,G,153.0,tt1105733,5.3,5588.0,1,0
558,ts178360,El cartel 2 - La guerra total,1,Now Pepe Cadena finishes telling the story in which the most powerful drug traffickers in Colombia are strengthened but later fall while he and others dedicate themselves to the dangerous task of exposing them to collaborate with justice.,2010.0,TV-MA,44.0,tt1667724,6.799999999999999,228.0,4,0
560,tm237621,The Figurine (Araromire),0,"Two buddies and a girl, down on their luck, have their lives changed when one of them discovers a mysterious figurine in an abandoned shrine which, according to legend, bestows seven years of good luck. But no one told them about the next seven years...",2009.0000000000002,PG-13,122.0,tt1542960,4.4,243.0,3,0
562,tm152724,Kurbaan,0,"When a handsome young Indian couple (Saif Ali Khan and Kareena Kapoor) moves into the suburbs to claim their stake in the American dream, they are shocked to discover that they've become enmeshed in a secretive terrorist plot. But as tensions escalate, the bride begins to wonder if her husband has told her everything he knows.",2009.0000000000002,R,161.0,tt1185442,5.699999999999999,5121.0,4,0
564,tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,0,"With their most formidable foe vanquished, Inuyasha and his comrades begin returning to their everyday lives. But their peace is fleeting as another adversary emerges: Kaguya, the self-proclaimed princess from the Moon of Legend, hatches a plot to plunge the world into an eternal night of the full moon. Inuyasha, Kagome, Miroku, Sango and Shippou must reunite to confront the new menace.",2001.9999999999998,PG-13,100.0,tt0366621,7.299999999999999,2127.0,3,0
568,tm141117,Chalte Chalte,0,A man pursues a woman who is already engaged and eventually gets married to her. Differences between the two lead to a bitter separation that threatens to destroy their relationship forever.,2003.0,PG-13,175.0,tt0346723,6.5,15379.0,3,0
569,tm35652,Mumbai Meri Jaan,0,"Shortly after 1800 hours, 11 July 2006, Mumbai was shattered by seven bomb blasts on Western Railway stations: Matunga, Mahim, Khar, Bandra, Jogeshwari, Borivali, and Bhayandar. It took the Police and ambulance over an hour to attend at various sites. This incident changes lives of Thomas, originally from Chennai, who sells tea from his bike; Rupali Joshi, a TV News reporter, who has to deal with the death of her to-be spouse, Ajay Kumar Pradhan; Suresh, in debt, starts to suspect all Muslims, especially Yusuf; Inspector Tukaram Patil, about to retire, goes about collecting bribes as usual, much to the chagrin of his embittered, honest and soon to-be suspended subordinate, Sunil Kadam; while Nikhil Agarwal, a Nationalist and environmentalist, debates whether he should re-locate to the United States, along with his pregnant wife, Sejal.",2008.0,PG-13,119.0,tt1266583,7.699999999999999,6309.0,3,0
570,tm49865,Aamir,0,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,2008.0,NC-17,99.0,tt1241195,7.6,11241.0,5,0
575,tm33067,Race,0,"Ranvir and Rajiv are half brothers who own a huge stud farm in South Africa. Ranvir is a very shrewd and aggressive man while Rajiv is laid back, and a chronic alcoholic. Sophia, Ranvir's personal secretary adores and loves him. Ranvir is unaware of her feelings. Shaina, an Indian ramp model in Durban loves Ranvir but through a twist of fate gets married to his younger brother Rajiv. When she discovers that Rajiv is a chronic alcoholic, her world is shattered. Ranvir too is disturbed as he has sacrificed his love for his younger brother because Rajiv had promised to leave alcohol for good if he marries Shaina. In a weak moment Ranvir and Shaina come very close to each other. When Rajiv starts suspecting, all hell breaks loose. A murder is committed, a contract killing is issued. A sharp tongued detective R.D., getting wise on the proceedings, starts an intriguing investigation with his brainless bimbo assistant Mini",2008.0,PG-13,161.0,tt1017456,6.9,63.0,3,0
576,tm103732,Udaan,0,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",2010.0,R,138.0,tt1639426,8.1,44556.0,4,0
578,tm98475,We Are Family,0,"Maya is the perfect mother. Her life revolves around her three children, Aleya, Ankush, and Anjali. Who thinks nothing much then the world of her. Despite being divorced from her husband, Aman. Maya has ensured that everything runs smoothly in her house, under her watch, and that they continue to remain a happy family unit. However, when Aman introduces his girlfriend, Shreya a career oriented woman, who has a lot to learn about children's, to the family, the situation immediately takes an unexpected turn. When an incident changes their lives drastically, bringing the two women under the same roof, they find themselves putting to test an unusual situation; can two mothers make a home?",2010.0,PG,115.0,tt1428459,5.6,3140.0,2,0
